,132,135,154,155,160,179
D05221972,6.0,6.0,7.0,5.0,5.0,5.0
D05221973,6.0,5.0,7.0,6.0,5.0,5.5
D05222167,6.0,6.0,6.0,5.0,3.0,5.5
D05222177,6.0,5.5,7.0,5.0,4.0,5.0
D05222217,5.5,6.5,6.0,6.0,4.5,4.5
D05222262,5.5,5.5,6.0,5.0,5.0,4.0
D05222463,6.0,6.0,7.0,5.0,4.0,5.5
D05222464,6.0,6.0,6.0,4.5,4.5,4.0
D05222465,6.0,5.5,6.5,5.0,2.5,4.5
D05222466,6.0,6.0,6.0,4.5,4.0,5.0
D05222467,6.0,5.5,6.0,5.0,5.0,4.5
D05222954,5.0,6.0,6.5,3.0,3.5,5.0
D05223014,6.0,5.5,6.0,6.0,4.0,5.0
D05223015,5.0,6.0,6.5,5.0,4.0,5.0
D05223016,5.0,6.0,6.5,4.0,2.5,5.0
D05223049,5.5,6.0,7.0,5.0,5.0,5.0
D05223050,6.0,6.0,6.0,5.0,4.0,6.0
D05223051,5.5,5.0,6.0,5.5,2.0,4.5
D05223151,6.0,6.0,6.5,4.5,4.5,5.0
D05223169,5.5,6.0,6.0,4.5,4.0,5.0
D05223170,6.0,5.5,6.0,5.0,4.5,4.5
D05223171,5.5,6.0,7.0,5.0,5.0,5.0
D05223217,6.0,5.5,6.0,3.0,4.0,5.0
D05230085,5.0,5.0,6.0,5.0,3.0,5.0
D05230105,5.5,6.0,6.5,5.0,3.0,7.0
D05230145,6.0,6.0,6.0,5.0,7.0,3.5
D05230306,6.0,6.0,7.0,5.0,3.5,4.0
D05230389,5.5,6.0,5.5,4.5,2.5,5.0
D05230490,6.0,6.0,6.0,5.0,2.0,6.0
D05230491,6.0,6.0,6.0,5.0,2.0,4.0
D05230550,6.0,6.0,6.0,5.0,3.0,5.0
D05230909,6.0,6.0,5.5,5.0,3.0,5.0
D05230910,5.5,6.0,6.0,4.5,2.5,4.0
D05230911,6.0,6.0,5.5,4.5,2.5,5.0
D05230912,6.0,6.0,6.5,4.5,3.5,5.0
D05230993,6.0,6.0,6.0,4.5,4.0,6.0
D05230994,6.0,6.0,6.0,5.0,4.0,5.0
D05231133,5.5,5.5,6.0,4.5,3.0,5.0
D05231181,5.5,5.5,5.5,4.5,2.0,5.0
D05231267,6.0,6.0,6.0,5.0,3.5,5.0
D05232093,6.0,6.0,6.0,5.0,3.0,6.0
D05232133,6.0,4.0,6.5,5.5,3.5,5.0
D05232155,6.0,6.0,6.0,5.0,3.5,5.0
D05232407,5.5,6.0,6.5,4.5,4.0,5.0
D05232651,6.0,5.25,6.0,5.0,3.0,5.0
D05232653,6.0,5.0,6.5,5.0,4.5,4.5
D05232970,6.0,5.0,6.0,5.0,4.5,5.0
D06211574,6.0,6.0,6.0,4.0,3.5,5.5
D06212404,6.0,5.5,7.0,4.5,3.0,4.5
D06220027,5.0,6.0,6.0,4.0,3.5,5.0
D06220191,5.5,6.0,6.5,5.5,4.0,5.5
D06220192,6.5,5.0,6.0,5.0,2.5,5.5
D06220193,5.5,5.5,6.5,5.5,4.0,6.0
D06220365,5.5,5.0,6.0,4.5,3.5,5.0
D06220366,6.0,6.0,6.0,5.0,3.0,5.0
D06220367,6.0,6.0,6.0,4.5,3.5,4.0
D06220370,5.5,5.5,5.5,5.5,2.5,4.5
D06220415,6.0,6.0,6.0,4.5,4.0,5.0
D06220920,6.5,5.5,6.5,5.0,2.5,4.5
D06220921,6.0,6.0,6.5,4.5,2.5,4.5
D06221030,5.5,6.0,6.0,4.0,3.0,4.0
D06221031,5.5,5.0,7.0,4.0,4.0,6.0
D06221051,5.5,5.0,5.5,4.0,3.0,5.0
D06221291,5.5,6.0,6.5,5.0,4.0,4.0
D06221295,6.0,6.0,6.0,5.0,2.0,5.0
D06221296,6.0,6.0,6.0,4.5,2.0,5.0
D06221669,6.0,5.0,6.5,5.0,5.0,6.0
D06221670,6.0,6.0,5.5,5.0,4.0,5.0
D06221761,6.0,6.0,6.0,5.5,2.0,5.0
D06222124,5.5,6.0,6.0,4.333333333333333,4.0,4.5
D06222242,5.0,6.0,6.5,5.0,4.0,5.0
D06222244,6.0,6.0,6.0,5.0,4.5,5.0
D06222333,5.5,6.0,6.0,4.0,4.0,4.5
D06222334,6.5,5.0,6.5,5.0,3.0,5.0
D06222540,5.5,5.5,6.5,5.0,3.0,5.0
D06230029,6.0,5.5,6.0,4.333333333333333,1.0,5.0
D06230030,6.0,5.5,6.0,4.666666666666667,1.5,5.333333333333333
D06230031,6.0,6.0,5.0,5.0,1.6666666666666667,5.333333333333333
D06230481,5.5,5.0,6.0,5.0,0.0,5.0
D06230543,6.0,5.5,6.5,5.0,2.0,5.0
D06230544,5.5,5.5,6.5,6.0,1.0,4.5
D06230545,5.5,6.0,6.0,4.5,2.0,5.0
D06230581,5.5,6.0,6.0,6.0,1.0,4.0
D06231362,6.0,6.0,6.0,5.0,3.0,5.5
D06231363,6.0,6.0,6.0,5.0,3.0,5.0
D06231452,6.0,5.0,6.0,4.5,4.0,4.0
D06231781,6.0,6.0,6.5,5.0,4.0,5.0
D06231783,5.5,5.5,6.0,5.0,4.0,6.0
D06231784,6.0,5.5,6.5,5.0,3.0,4.0
D06231785,5.5,5.5,6.0,4.5,2.0,5.0
D06231787,5.5,6.0,6.0,4.5,2.5,5.0
D06231789,5.5,6.0,6.5,5.0,2.0,4.5
D06231790,5.5,6.0,6.0,5.0,3.0,4.5
D06231791,6.5,5.5,6.0,4.0,2.0,4.0
D06231792,5.5,6.0,6.5,5.0,3.5,5.0
D06231793,5.5,5.0,5.5,5.0,1.0,5.0
D06231794,5.5,5.0,5.5,5.0,1.5,4.0
D06231796,6.0,6.0,6.5,5.0,3.0,5.0
D06231897,6.0,6.0,6.0,5.0,2.0,4.0
D06232457,6.0,5.5,6.0,5.0,2.0,5.0
D06232458,6.0,6.0,6.0,5.0,4.5,4.0
D06232539,5.5,5.0,6.0,5.0,1.0,4.0
D07210607,6.0,6.0,6.0,4.0,3.0,4.0
D07210611,7.0,5.5,4.5,4.5,3.0,4.5
D07210612,6.0,6.0,6.0,4.5,4.0,4.5
D07210614,6.0,6.0,6.0,4.0,4.0,4.5
D07211565,5.0,6.0,5.0,4.0,3.5,5.0
D07211567,6.0,6.0,7.0,4.0,3.0,5.0
D07211568,6.0,5.5,7.0,4.0,2.0,4.5
D07211569,5.0,6.0,7.0,4.0,3.5,4.5
D07211571,5.0,5.5,7.0,4.0,2.0,5.0
D07212737,5.5,6.0,6.5,5.0,4.0,5.0
D07212960,6.0,5.0,5.0,5.0,3.5,4.5
D07220044,5.5,6.0,6.0,4.5,3.0,6.0
D07220045,6.0,6.0,6.0,5.5,3.0,5.0
D07220047,6.0,6.0,6.0,5.0,4.0,5.0
D07220048,5.5,5.5,6.0,4.5,3.5,6.0
D07220532,6.0,5.5,6.5,5.5,4.0,5.0
D07220580,5.0,6.0,6.0,5.0,4.5,3.0
D07220583,5.0,6.0,6.0,5.0,4.0,5.0
D07220686,6.0,6.0,6.0,4.5,3.5,5.0
D07220687,5.0,6.0,6.5,5.0,3.0,5.0
D07220688,5.0,5.5,6.0,5.0,2.5,5.0
D07220689,6.0,5.5,6.0,5.0,2.5,6.0
D07221133,6.0,5.5,6.0,4.0,3.0,5.0
D07221136,5.5,6.0,6.0,4.0,2.0,4.5
D07221137,5.5,6.0,6.5,4.0,3.0,5.0
D07221189,6.0,6.0,7.0,5.0,3.0,4.5
D07221418,5.5,5.5,7.0,6.0,3.0,4.5
D07221421,5.5,5.5,6.0,4.0,3.0,4.0
D07221636,5.5,6.0,6.5,4.0,4.0,5.0
D07221637,5.0,6.0,6.0,5.5,4.0,5.0
D07221638,5.5,5.5,6.0,4.0,3.0,5.0
D07221639,5.0,5.5,6.0,5.0,4.0,5.5
D07221640,6.0,6.0,6.0,5.5,2.0,5.0
D07221641,5.5,5.5,5.5,5.0,2.5,6.0
D07221764,5.0,5.5,6.0,4.0,3.0,5.0
D07221765,5.5,5.5,6.0,5.0,2.5,4.0
D07221952,5.5,5.0,6.0,4.0,2.5,6.0
D07222032,5.5,5.5,6.0,6.0,4.5,5.0
D07222033,6.0,6.0,6.5,4.0,2.5,5.5
D07222219,5.5,6.0,6.0,4.333333333333333,2.0,4.333333333333333
D07222222,6.0,5.5,6.0,4.0,2.5,5.0
D07222380,6.0,6.0,6.0,5.0,2.0,5.0
D07222381,6.0,6.0,7.0,5.0,2.0,5.0
D07222702,6.0,6.0,6.5,5.0,3.0,4.5
D07222704,5.0,6.0,6.0,5.0,3.0,5.0
D07230238,5.5,5.0,6.5,5.0,1.0,4.0
D07230239,5.5,5.0,5.5,5.0,1.0,5.0
D07230318,5.5,6.0,6.0,4.5,2.5,5.0
D07230320,6.0,6.0,6.0,4.5,2.0,5.0
D07230321,5.0,6.0,6.5,5.0,3.0,5.0
D07230422,6.0,6.0,6.0,4.5,3.0,5.0
D07230423,5.5,6.0,6.0,4.0,3.0,6.0
D07230426,6.0,5.5,6.5,5.0,2.5,5.0
D07231148,6.0,6.0,6.0,5.0,3.0,6.0
D07231149,5.5,6.0,6.0,5.0,2.0,6.0
D07231158,5.5,6.0,6.0,5.0,3.0,4.5
D07231159,6.0,6.0,6.5,5.0,4.5,5.0
D07231188,5.0,6.0,5.5,5.0,2.0,6.0
D07231468,6.0,6.0,6.0,5.0,3.0,5.0
D07231568,5.5,5.0,5.5,4.5,2.0,4.0
D07231569,5.5,5.0,5.5,4.5,2.0,4.0
D07231571,6.0,6.0,6.5,4.5,4.0,5.0
D07231572,5.5,5.0,6.0,5.0,3.5,5.0
D07231582,6.0,6.0,6.0,5.0,4.0,6.0
D07231736,5.5,5.5,5.5,4.5,2.0,4.5
D07231737,5.5,4.5,6.0,4.5,2.0,4.5
D07231995,6.0,5.5,6.0,4.5,2.5,4.0
D07231996,6.0,6.0,6.5,5.0,2.0,4.5
D07231997,6.0,5.5,5.5,5.0,2.0,4.5
D07232099,5.5,6.0,6.5,4.0,6.0,5.0
D07232236,5.5,6.0,6.0,5.0,3.0,5.0
D07232477,6.0,6.0,6.5,4.0,2.0,5.0
D07232484,6.0,6.0,6.5,4.0,3.5,5.0
D08210265,6.0,6.0,7.0,5.5,3.0,4.5
D08210266,6.0,6.0,7.0,4.5,2.0,5.0
D08210341,6.0,4.5,5.0,5.0,3.5,4.5
D08210360,5.0,5.0,6.0,5.5,3.5,5.0
D08210361,6.0,5.0,6.0,5.0,3.5,4.5
D08210561,5.0,5.5,6.0,4.0,4.0,4.5
D08210562,5.0,4.0,6.0,4.0,3.0,5.0
D08210669,6.0,5.0,5.666666666666667,5.5,3.0,5.5
D08210678,5.0,5.0,5.0,4.0,4.0,5.0
D08210806,5.5,5.5,7.0,5.5,3.0,5.5
D08211096,6.0,6.0,6.5,5.0,4.5,5.0
D08211097,5.5,6.0,6.0,5.0,3.0,4.5
D08211098,6.0,6.0,6.0,5.0,3.0,5.5
D08211099,5.5,5.5,6.0,5.0,2.0,4.5
D08211100,6.0,5.5,6.5,5.0,2.5,5.0
D08211101,5.5,5.5,6.0,5.0,2.0,4.5
D08211102,6.0,5.5,6.0,4.5,4.0,4.5
D08211103,6.0,5.5,6.0,4.5,3.0,5.0
D08211104,6.0,6.0,6.0,4.5,3.0,4.5
D08211105,5.5,5.5,5.5,5.0,2.0,4.5
D08211106,5.5,6.0,6.5,4.5,4.0,4.5
D08211107,6.0,6.0,6.0,4.0,3.0,4.5
D08211108,5.0,6.0,6.0,4.0,3.0,5.0
D08211109,6.0,6.0,6.0,4.0,3.5,4.5
D08211110,6.0,6.0,4.0,5.0,3.0,5.5
D08211111,6.0,6.0,4.0,4.0,3.5,4.5
D08211112,6.0,5.0,5.0,4.0,2.5,4.5
D08211113,5.0,6.0,6.0,4.0,1.5,4.5
D08211152,6.0,6.0,6.5,5.0,3.5,5.0
D08211153,5.5,5.5,6.0,5.0,3.5,5.0
D08211220,6.0,6.0,7.0,5.5,3.5,5.0
D08211221,6.0,5.5,7.0,4.0,3.0,4.0
D08211222,6.0,6.0,7.0,5.0,3.5,5.0
D08211224,6.0,6.0,7.0,6.0,3.5,4.5
D08211225,6.0,6.0,7.0,6.0,3.5,4.5
D08211244,6.0,6.0,6.333333333333333,5.5,3.0,5.5
D08211246,5.666666666666667,5.666666666666667,6.0,5.0,3.0,5.5
D08211247,5.5,6.5,5.5,6.5,3.0,5.5
D08211248,5.5,5.5,6.0,5.0,3.0,5.5
D08211296,5.0,4.5,5.0,4.0,2.0,5.0
D08211533,5.0,5.5,6.0,6.0,3.0,5.5
D08211580,6.0,6.0,6.0,4.5,3.0,5.5
D08211637,5.0,5.5,5.0,5.0,3.5,4.5
D08211638,5.0,5.5,6.0,4.0,3.0,4.0
D08211641,5.0,6.0,6.0,5.0,4.0,5.0
D08211710,5.0,6.0,6.0,5.0,3.0,5.0
D08211737,5.0,6.0,7.0,5.0,3.0,5.0
D08211738,5.5,6.0,6.5,4.0,2.0,4.5
D08211743,6.0,6.0,7.0,5.0,3.0,5.0
D08211744,5.0,4.5,6.0,4.0,3.5,4.5
D08211745,5.0,5.0,5.5,4.5,3.0,5.0
D08212073,6.0,6.0,7.0,5.5,4.0,5.0
D08212074,6.0,5.5,6.5,4.0,3.5,4.5
D08212075,6.0,6.0,5.0,5.0,2.0,5.0
D08212076,5.5,6.0,6.0,6.0,4.0,5.0
D08212077,6.0,5.5,6.5,6.0,3.5,4.5
D08212078,6.0,5.75,6.333333333333333,6.0,3.5,5.5
D08212079,6.0,5.25,6.0,5.0,3.0,5.0
D08212080,6.0,5.5,5.5,5.0,3.5,5.0
D08212085,6.0,6.0,6.0,5.0,3.5,4.5
D08212086,6.0,6.0,6.0,5.0,4.0,5.0
D08212197,6.0,6.0,6.0,5.0,3.0,4.0
D08212321,6.0,5.5,7.0,4.0,3.0,4.5
D08212322,5.0,6.0,7.0,4.0,3.5,5.0
D08212443,6.0,6.0,7.0,4.5,3.5,4.0
D08212444,7.0,6.0,7.0,4.5,2.0,5.0
D08212445,5.0,6.0,6.0,5.0,4.5,4.5
D08212469,6.0,5.0,6.5,4.5,4.5,5.0
D08212553,6.0,6.0,7.0,4.5,3.0,5.0
D08212612,6.0,6.0,6.0,5.0,3.0,5.0
D08212613,6.0,5.0,5.0,6.0,4.5,5.0
D08212870,7.0,6.5,7.0,5.0,3.0,5.5
D08212958,5.0,5.0,6.0,3.0,2.0,4.0
D08212961,6.0,6.0,6.5,4.5,4.5,5.0
D08212968,5.5,6.0,6.5,4.0,2.0,4.5
D08212970,5.0,6.0,6.0,4.0,3.5,5.0
D08212972,5.0,5.5,7.0,6.0,3.0,5.0
D08220275,5.0,6.0,6.0,4.5,3.5,4.0
D08220276,5.0,5.0,5.0,4.5,2.5,4.0
D08220277,6.5,5.5,6.0,5.5,2.0,5.0
D08220278,6.5,6.0,6.5,4.5,2.0,5.0
D08220500,6.0,6.0,6.5,5.0,4.0,4.0
D08220501,5.5,5.5,5.5,5.0,2.5,4.0
D08220502,5.5,5.5,6.0,5.0,3.0,5.0
D08220961,5.0,6.0,6.0,5.0,3.0,5.5
D08220962,6.0,5.0,6.0,5.0,3.0,5.5
D08221101,5.5,5.0,6.0,4.0,3.0,5.0
D08221108,6.0,6.0,6.5,4.0,2.0,5.0
D08221109,6.0,6.0,6.5,4.0,2.0,4.0
D08221110,5.5,5.5,6.0,5.0,2.0,5.0
D08221193,6.0,6.0,6.0,5.0,3.0,4.5
D08221194,5.5,5.5,6.0,4.0,3.0,5.0
D08221195,6.0,6.0,6.0,5.0,2.0,5.0
D08221196,5.5,6.0,6.0,4.5,3.0,5.0
D08221210,6.0,6.0,6.0,4.5,5.0,6.0
D08221211,6.0,5.0,6.0,4.0,3.0,5.0
D08222350,5.0,6.0,6.5,4.5,3.0,5.0
D08222616,5.0,2.5,6.0,5.0,4.0,5.5
D08222617,6.0,5.0,5.0,4.5,3.5,4.5
D08222619,5.0,6.0,7.0,5.0,1.0,5.0
D08222620,6.0,5.0,6.5,5.0,2.0,5.0
D08222621,5.5,5.5,6.0,5.0,3.5,5.0
D08222690,5.5,5.5,5.5,4.0,2.0,5.0
D08230076,6.0,6.0,6.0,4.5,2.0,5.5
D08230077,6.0,6.0,6.0,4.5,3.0,5.5
D08230078,5.5,5.5,6.0,4.5,2.0,6.0
D08230079,5.5,6.0,6.0,4.5,2.0,5.0
D08230080,5.5,6.0,6.0,5.0,1.0,5.0
D08230081,5.5,6.0,6.5,5.0,1.0,5.5
D08230727,5.5,6.0,6.5,5.0,3.0,4.5
D08230728,5.5,5.5,6.5,5.0,2.0,5.0
D08230729,5.5,5.5,6.5,4.5,2.0,5.5
D08230995,6.0,6.0,6.5,5.0,1.0,6.0
D08231640,6.0,5.5,4.0,5.0,1.0,4.0
D08231641,5.5,6.0,6.0,4.666666666666667,2.0,5.0
D08231642,5.5,5.5,5.5,4.0,1.0,5.0
D08232222,5.5,5.5,6.0,4.333333333333333,2.0,4.5
D08232485,6.0,6.0,6.5,5.0,2.0,4.0
D09210025,5.0,5.0,4.0,4.0,2.5,5.0
D09210026,5.0,4.0,5.0,4.0,1.5,5.0
D09210212,6.0,5.0,6.0,5.0,3.5,4.5
D09210213,6.0,6.0,6.0,6.0,2.5,5.0
D09210214,6.0,5.5,7.0,4.0,3.0,4.5
D09210215,5.0,6.0,6.0,5.0,3.0,5.0
D09210216,6.0,5.0,6.0,5.0,4.0,5.0
D09210217,5.5,5.0,6.0,5.0,3.5,5.0
D09210327,6.0,6.0,7.0,5.0,3.0,4.5
D09210328,6.0,5.0,6.5,5.0,4.0,4.5
D09210385,6.0,5.0,6.0,5.0,4.0,5.0
D09210907,6.0,6.0,6.0,6.0,4.0,5.0
D09210908,6.0,5.0,6.0,6.0,3.0,5.0
D09210909,6.0,6.0,6.0,6.0,5.0,5.0
D09210910,6.0,6.0,6.0,6.0,3.5,5.0
D09211028,7.0,6.0,7.0,6.0,4.5,4.5
D09211029,6.0,5.0,6.0,5.0,3.0,5.0
D09211158,6.0,5.0,6.0,4.0,3.5,5.0
D09211223,6.0,6.0,7.0,6.0,4.0,4.0
D09211224,6.0,6.0,6.5,5.0,3.0,5.0
D09211225,7.0,6.0,6.5,5.0,4.0,4.5
D09211232,6.5,6.0,6.5,4.0,3.5,4.5
D09211233,5.5,6.0,6.5,5.0,4.0,4.5
D09211234,6.0,6.0,6.0,4.0,3.0,4.5
D09211235,6.0,5.5,6.5,4.5,3.0,4.5
D09211236,6.0,6.0,6.0,4.5,3.0,4.5
D09211237,6.0,6.0,6.0,4.5,4.0,4.5
D09211238,6.0,6.0,6.0,4.0,4.0,4.5
D09211239,6.0,6.0,6.0,4.5,3.5,4.5
D09211240,5.0,5.0,7.0,4.5,3.0,4.5
D09211241,5.0,6.0,7.0,4.5,2.5,4.5
D09211242,5.0,5.5,7.0,5.0,4.0,4.5
D09211243,6.0,5.5,7.0,4.5,4.5,5.0
D09211244,6.0,6.0,6.0,4.0,3.0,4.5
D09211245,4.0,6.0,6.0,4.0,4.0,4.5
D09211246,7.0,6.0,7.0,4.0,3.5,4.5
D09211247,7.0,6.0,7.0,4.0,3.0,4.5
D09211542,7.0,6.0,7.0,5.0,3.5,5.0
D09211650,4.0,5.0,4.0,5.0,4.0,5.0
D09211658,6.0,6.0,6.0,5.0,5.0,5.0
D09211659,6.0,6.0,6.0,5.0,3.0,5.5
D09211660,5.0,5.5,5.0,5.0,3.0,4.5
D09211661,6.0,6.0,7.0,5.0,3.5,5.0
D09211746,6.0,5.0,6.0,4.5,3.5,5.0
D09211829,6.0,6.0,7.0,4.5,3.0,4.5
D09211830,6.0,6.0,7.0,4.5,3.5,4.5
D09211831,5.0,5.0,6.0,5.0,3.5,4.5
D09211832,5.5,5.0,6.0,5.0,3.0,4.0
D09211833,6.0,6.0,7.0,5.0,3.0,4.5
D09211834,6.0,6.0,7.0,4.5,3.0,4.5
D09212191,6.0,5.0,5.0,4.5,3.0,4.5
D09212196,6.0,6.0,6.0,4.5,4.0,5.0
D09212198,6.0,6.0,7.0,4.5,3.0,5.0
D09212201,6.0,6.0,6.0,5.0,3.0,5.0
D09212202,6.0,6.0,7.0,4.5,3.5,5.0
D09212207,6.0,6.0,6.0,4.5,2.0,4.5
D09212208,6.0,6.0,6.0,4.5,2.0,4.5
D09212209,6.0,6.0,7.0,5.5,4.5,4.0
D09212210,6.0,6.0,7.0,4.5,3.0,4.5
D09212212,6.0,6.0,6.0,5.0,3.0,5.0
D09212224,6.0,5.25,6.5,4.0,3.5,4.5
D09212302,6.0,6.0,5.0,4.5,4.0,4.0
D09212303,6.0,6.0,7.0,5.0,4.0,4.5
D09212367,5.5,6.0,6.0,4.0,5.0,5.0
D09212497,6.0,5.5,6.0,5.0,4.5,5.0
D09212499,6.0,6.0,6.333333333333333,6.0,3.0,5.5
D09212650,5.0,5.5,7.0,5.0,4.0,5.0
D09212679,5.0,5.5,6.0,6.0,4.0,4.0
D09212686,5.5,5.0,6.0,5.5,3.0,5.0
D09212902,6.0,6.0,7.0,6.0,3.5,5.0
D09212983,7.0,6.5,7.0,6.0,3.0,4.5
D09212984,7.0,6.0,7.0,6.0,3.5,5.0
D09212985,6.0,6.0,7.0,6.0,3.0,5.0
D09212986,6.0,6.0,6.0,5.0,2.5,5.0
D09212987,7.0,6.0,7.0,6.0,2.5,5.0
D09212988,6.0,6.0,7.0,6.0,3.0,5.5
D09213073,6.0,6.0,7.0,4.0,3.0,4.0
D09213076,6.0,6.0,7.0,5.5,3.5,5.0
D09213077,6.0,5.5,5.0,6.0,2.5,4.5
D09213102,6.0,6.0,6.0,5.0,3.0,4.5
D09213282,6.0,6.0,5.0,5.0,3.0,4.5
D09220048,5.5,6.0,6.0,5.0,2.0,5.0
D09220049,5.5,6.0,6.0,4.0,2.0,5.0
D09220051,5.5,5.5,6.0,5.0,2.0,5.0
D09220052,6.0,6.0,6.5,4.0,5.0,5.0
D09220053,5.5,6.0,6.0,5.0,3.0,5.0
D09220054,6.0,5.5,6.0,6.0,3.0,5.0
D09220108,5.5,6.0,6.0,4.0,2.0,5.0
D09220123,5.5,6.0,5.5,6.0,3.0,5.0
D09220160,6.0,5.5,6.5,5.0,0.0,5.0
D09220306,6.0,6.0,6.0,6.0,3.0,6.5
D09220307,6.0,6.0,6.0,5.0,3.0,6.0
D09220771,6.0,5.5,6.0,5.0,5.0,5.0
D09220772,5.5,6.0,5.5,5.0,5.0,5.0
D09220773,6.0,6.0,6.0,4.5,5.0,5.0
D09220774,6.0,6.0,6.5,5.0,5.0,3.0
D09221272,6.0,6.0,6.5,5.0,5.0,4.0
D09221440,6.0,6.0,6.0,5.0,3.0,5.0
D09221489,5.5,5.5,6.0,5.0,2.5,4.0
D09221490,6.0,5.5,6.5,5.0,5.0,4.0
D09221491,6.0,6.0,6.0,4.5,3.5,5.0
D09221492,5.0,6.0,6.5,4.5,4.0,5.0
D09221493,6.5,5.5,6.5,6.0,5.0,5.0
D09221494,6.0,5.5,6.5,4.0,1.0,5.0
D09221495,6.0,5.5,6.5,4.0,3.0,4.0
D09222704,6.0,6.0,6.0,5.0,3.0,5.5
D09222705,6.0,5.5,6.0,5.0,3.0,5.5
D09222758,5.0,5.5,5.5,5.0,3.0,4.5
D09222759,6.0,5.5,6.5,5.5,3.0,5.0
D09222760,6.0,5.0,6.0,5.0,2.0,5.0
D09222761,5.5,5.0,6.5,5.0,2.0,5.5
D09222829,6.0,4.0,6.0,4.5,3.0,4.0
D09222830,6.0,5.5,6.0,4.0,3.0,4.0
D09230089,5.5,5.5,6.5,4.0,2.0,4.0
D09230238,6.0,6.0,6.0,5.0,1.0,5.5
D09230526,6.0,5.0,5.0,6.0,1.0,4.0
D09230527,6.0,5.5,6.0,6.0,1.0,5.0
D09230564,5.5,5.5,6.5,5.0,1.0,4.5
D09230565,5.5,5.5,5.5,5.0,1.0,5.0
D09230652,5.5,5.5,6.5,5.0,2.0,5.0
D09230667,6.5,6.0,6.0,5.0,2.0,4.5
D09230668,6.0,6.0,6.5,5.0,3.0,5.0
D09230669,6.0,5.5,6.0,5.0,4.0,5.0
D09230670,6.0,6.0,6.0,5.0,4.0,5.0
D09231832,6.0,5.5,6.0,5.0,1.0,0.0
D09231897,5.5,6.0,6.0,6.5,2.5,5.0
D09231966,5.5,6.0,6.0,7.0,1.0,6.0
D09231973,5.5,6.0,6.0,4.0,2.0,6.0
D09231974,6.0,6.0,6.0,5.0,2.0,6.0
D09232099,5.5,5.5,6.0,5.0,2.0,5.0
D09232100,5.0,5.0,6.0,5.0,2.0,5.0
D09232545,5.5,6.0,6.0,5.5,4.0,5.0
D09232546,5.5,5.5,6.0,5.0,3.5,6.0
D09232638,5.5,6.0,6.5,6.0,4.0,5.5
D09232639,5.0,5.6,6.0,6.0,1.0,4.5
D09232738,5.5,5.5,6.0,5.0,2.0,5.0
D10210041,6.0,6.0,6.0,5.0,4.0,4.5
D10210059,6.0,6.0,7.0,6.0,4.5,4.5
D10210731,6.0,6.0,7.0,6.0,2.0,4.5
D10210920,5.0,6.5,7.0,6.0,3.5,5.0
D10210921,5.0,6.0,6.0,6.0,3.0,5.0
D10210980,6.0,6.0,7.0,6.0,4.0,5.0
D10210981,6.0,6.0,7.0,6.0,4.0,5.0
D10211183,5.5,6.0,6.0,4.0,3.0,4.5
D10211184,6.0,6.0,5.5,5.0,3.0,4.0
D10211185,6.0,6.0,6.5,4.5,3.5,4.5
D10211186,6.0,6.0,6.0,4.0,4.0,4.5
D10211187,6.0,5.5,5.5,5.0,4.0,4.5
D10211195,6.0,6.0,6.0,4.5,3.0,4.0
D10211196,6.0,5.5,6.0,5.0,2.5,4.5
D10211197,7.0,6.0,6.5,5.0,4.0,5.0
D10211198,5.5,6.0,6.0,5.0,4.5,4.5
D10211199,6.0,5.5,6.0,6.0,4.0,4.5
D10211200,6.0,5.0,5.0,5.0,2.5,4.0
D10211201,6.0,6.0,6.0,4.0,2.0,3.5
D10211202,6.0,6.0,6.0,4.0,4.0,5.0
D10211203,6.0,6.0,6.0,4.0,3.0,4.5
D10211204,5.0,5.5,6.0,3.0,3.0,4.5
D10211205,5.0,6.0,6.0,4.0,3.5,4.5
D10211206,5.0,6.0,5.0,4.0,4.0,4.5
D10211207,5.0,6.0,6.0,4.0,3.5,4.5
D10211448,6.0,6.0,6.0,5.0,4.0,4.5
D10211449,6.0,6.0,5.0,5.0,4.0,5.0
D10211519,6.0,6.0,7.0,6.0,3.5,5.5
D10211520,6.0,6.5,6.0,4.0,2.5,5.0
D10211572,5.5,6.0,6.0,5.0,3.5,5.0
D10211573,5.5,6.0,6.0,5.0,3.0,5.0
D10211611,5.5,6.5,7.0,6.0,4.0,5.0
D10211677,5.333333333333333,6.166666666666667,6.0,4.5,3.5,5.5
D10212253,6.0,6.0,6.0,4.0,4.0,5.0
D10212254,6.0,6.0,7.0,5.0,4.0,5.0
D10212255,6.0,7.0,7.0,5.0,3.5,5.0
D10212299,6.0,6.0,7.0,4.0,3.0,5.0
D10212300,6.0,6.0,7.0,4.0,3.5,5.0
D10212301,6.0,6.0,5.0,4.0,3.0,5.0
D10212302,6.0,6.0,5.0,4.0,3.5,4.5
D10212303,8.0,6.0,6.0,6.0,3.0,5.0
D10212304,7.0,6.5,6.0,5.0,2.5,4.5
D10212305,6.5,6.0,5.0,5.0,4.0,4.5
D10212306,5.5,6.0,6.0,4.0,4.0,4.5
D10212307,6.5,6.0,6.0,5.0,4.0,4.5
D10212308,6.0,6.0,4.0,4.0,3.0,5.0
D10212309,6.0,6.0,6.0,4.0,3.0,5.0
D10212310,6.0,6.0,6.0,5.0,3.0,5.0
D10212721,6.0,6.0,6.0,5.0,3.5,5.0
D10212741,5.5,6.0,6.0,4.5,4.0,5.0
