,132,135,154,155,160,179
D05221973,1.5,0.5,0.0,1.5,1.5,2.0
D05222167,2.5,1.0,0.0,2.5,2.5,4.0
D05222177,1.5,2.0,1.5,4.0,0.0,2.5
D05222217,1.0,0.6666666666666666,0.0,1.0,0.0,1.5
D05222262,0.5,0.5,0.0,0.0,0.0,0.0
D05222463,2.0,2.0,3.0,5.0,2.0,2.0
D05222464,2.5,0.0,0.0,3.0,1.5,3.0
D05222465,3.5,0.0,3.0,4.0,2.5,3.5
D05222466,3.5,2.0,4.0,2.0,3.0,2.5
D05222467,2.0,1.0,3.0,3.0,2.0,3.0
D05222954,2.5,1.5,1.5,2.0,1.5,3.0
D05223014,0.5,0.5,0.0,1.0,1.0,1.0
D05223015,0.5,0.5,0.0,1.5,1.0,1.5
D05223016,2.0,0.5,0.0,1.5,1.5,2.0
D05223049,2.5,1.0,3.0,2.0,2.0,2.0
D05223050,4.0,2.0,2.5,2.0,2.0,3.0
D05223051,1.5,0.0,0.0,1.0,1.0,2.5
D05223151,4.0,2.0,0.0,4.0,2.0,3.5
D05223169,2.5,1.0,4.0,3.0,2.0,3.0
D05223170,3.5,2.0,6.0,3.5,2.0,2.5
D05223171,2.5,0.5,2.0,2.0,1.5,3.5
D05223217,3.0,0.0,2.0,2.0,2.0,3.5
D05230085,2.5,1.0,2.0,1.5,1.5,3.0
D05230105,3.0,1.5,2.0,4.5,2.5,4.0
D05230145,2.0,2.0,2.0,5.0,4.0,4.0
D05230306,2.5,2.0,3.0,3.0,2.0,3.0
D05230389,3.0,1.0,2.5,1.5,2.0,2.5
D05230490,2.5,1.0,2.5,2.5,6.0,4.0
D05230491,2.5,1.0,2.5,3.0,5.0,4.0
D05230550,2.5,1.5,2.0,2.0,3.0,3.5
D05230909,3.0,2.0,3.5,2.5,1.0,4.0
D05230910,3.0,1.5,2.0,4.0,3.0,4.0
D05230911,3.0,2.0,1.0,2.5,3.0,5.0
D05230912,2.5,1.5,3.0,2.5,2.0,2.0
D05230993,2.5,3.0,0.5,2.5,2.0,3.5
D05230994,2.5,0.0,1.5,1.5,1.5,4.0
D05231133,3.5,2.5,3.0,4.0,5.0,3.0
D05231181,3.0,2.0,2.0,2.5,5.0,3.0
D05231267,3.5,3.0,1.5,1.5,1.5,2.0
D05232093,2.5,1.0,2.5,2.5,2.5,4.0
D05232133,3.0,0.0,1.5,3.5,3.0,2.0
D05232155,2.5,1.5,2.0,2.5,2.0,4.0
D05232407,3.0,1.5,2.5,3.5,3.5,3.0
D05232651,2.5,0.0,2.5,2.5,2.5,4.0
D05232653,3.0,0.0,3.0,2.0,2.0,3.0
D05232970,3.0,0.0,2.0,2.0,2.0,3.0
D06211574,3.0,2.5,4.0,3.0,2.5,2.5
D06212404,4.0,2.0,3.0,4.0,2.5,3.5
D06220027,3.0,1.0,2.0,2.5,2.5,3.5
D06220191,1.0,1.5,0.0,5.0,1.0,3.0
D06220192,2.0,0.0,3.0,3.0,2.0,2.0
D06220193,1.0,1.0,0.5,2.0,1.5,3.0
D06220365,1.5,0.5,1.5,1.5,2.0,2.0
D06220366,1.0,1.5,0.0,2.0,2.0,3.0
D06220367,0.0,2.5,2.0,3.0,2.0,3.0
D06220370,1.0,0.5,0.0,1.0,0.0,2.5
D06220415,2.5,1.5,3.0,3.0,2.0,3.5
D06220920,4.0,0.0,3.0,4.0,1.0,3.5
D06220921,4.0,0.0,3.0,4.0,2.0,3.0
D06221030,3.0,1.5,2.0,2.5,1.5,3.0
D06221031,3.0,1.0,2.0,3.0,2.0,3.5
D06221051,1.5,1.5,3.0,3.0,1.5,1.5
D06221291,1.0,1.5,0.5,0.0,0.0,0.0
D06221295,2.0,1.5,3.0,3.0,1.5,3.5
D06221296,2.5,0.0,1.5,2.0,1.5,3.5
D06221669,2.0,4.0,4.0,3.0,2.0,1.0
D06221670,2.0,2.0,3.0,3.5,2.0,4.0
D06221761,2.5,0.0,3.0,2.0,1.0,3.0
D06222124,2.5,0.0,1.0,1.6666666666666667,1.0,3.0
D06222242,1.0,2.0,2.0,2.5,3.0,3.0
D06222244,1.0,1.5,2.5,3.5,1.5,2.5
D06222333,3.0,1.5,2.0,2.0,1.0,3.5
D06222334,3.0,3.0,3.5,3.5,2.0,2.0
D06222540,3.5,2.0,3.0,3.0,2.5,3.0
D06230029,2.5,1.0,2.5,2.5,2.5,4.0
D06230030,2.5,1.0,2.5,2.5,0.0,4.0
D06230031,2.5,1.5,2.0,2.0,3.0,3.1666666666666665
D06230481,3.0,2.0,1.5,1.0,0.0,3.0
D06230543,2.5,1.5,2.5,2.0,1.0,3.0
D06230544,2.5,1.0,2.0,3.0,1.5,3.5
D06230545,2.0,0.5,1.0,2.5,2.5,4.0
D06230581,3.0,1.0,3.5,5.0,4.0,4.0
D06231362,2.5,1.0,2.5,2.5,2.5,1.5
D06231363,2.5,1.0,2.5,2.5,2.5,1.5
D06231452,2.0,1.5,1.5,1.0,1.5,1.0
D06231781,3.5,2.0,2.0,3.5,2.5,3.0
D06231783,2.0,1.5,1.5,2.0,2.0,3.5
D06231784,3.5,2.0,2.5,3.0,2.5,3.5
D06231785,2.5,1.5,3.0,2.0,2.0,3.0
D06231787,1.5,0.5,2.0,1.0,0.0,2.5
D06231789,2.0,1.0,1.5,0.0,0.0,2.0
D06231790,2.0,1.0,1.0,0.0,0.0,2.5
D06231791,3.5,1.5,1.5,2.5,1.5,3.0
D06231792,1.0,1.0,1.5,1.0,0.0,2.0
D06231793,2.5,0.0,1.5,0.0,2.0,4.0
D06231794,2.5,0.0,1.0,1.5,1.0,6.0
D06231796,3.0,1.5,2.0,2.0,2.0,3.0
D06231897,1.5,1.0,1.5,1.0,2.0,4.0
D06232457,3.5,2.0,3.5,2.5,1.5,3.5
D06232458,2.0,1.5,2.0,2.0,2.5,4.0
D06232539,2.0,1.0,2.5,1.0,1.0,3.0
D07210607,4.0,1.5,4.0,3.0,2.0,1.5
D07210611,3.5,1.5,2.5,4.0,2.5,4.0
D07210612,4.0,2.0,4.0,4.0,3.5,3.0
D07210614,4.0,2.0,3.0,3.0,2.0,3.5
D07211565,3.0,2.0,4.0,4.0,2.5,2.5
D07211567,3.0,2.0,3.0,3.0,1.0,2.5
D07211568,2.0,0.5,3.0,1.0,2.5,3.5
D07211569,2.0,1.0,2.0,1.0,0.5,2.0
D07211571,4.0,2.5,4.0,4.0,3.0,3.5
D07212737,2.5,2.5,3.0,4.0,2.5,4.0
D07212960,3.5,2.5,4.0,3.5,3.0,3.5
D07220044,4.0,2.5,3.5,3.5,3.0,4.0
D07220045,2.5,1.0,2.0,3.0,2.0,4.0
D07220047,3.5,1.0,2.0,2.0,2.0,4.0
D07220048,3.0,0.5,1.5,2.5,2.0,3.5
D07220532,0.0,1.5,0.5,1.5,1.0,2.0
D07220580,1.0,1.0,0.0,1.0,1.0,2.0
D07220583,0.0,2.0,2.5,4.0,2.0,0.0
D07220686,3.5,2.5,1.0,3.0,2.5,4.0
D07220687,3.0,2.5,3.5,3.5,3.0,4.0
D07220688,2.0,1.0,1.5,1.0,1.5,4.0
D07220689,3.0,2.0,2.5,2.0,3.0,3.5
D07221133,2.5,1.0,2.5,2.5,3.0,3.0
D07221136,3.0,0.0,2.5,5.0,1.0,2.5
D07221137,3.0,1.5,2.0,5.0,2.0,3.0
D07221189,3.5,2.5,3.5,4.0,1.5,3.5
D07221418,3.0,2.0,3.0,3.5,2.0,2.5
D07221421,3.0,1.0,2.0,2.5,2.0,3.5
D07221636,2.5,1.5,2.0,2.0,2.0,2.5
D07221637,2.0,1.0,2.5,3.0,2.0,3.0
D07221638,3.0,0.5,2.5,1.0,2.0,4.0
D07221639,1.0,1.5,0.5,2.0,1.0,2.0
D07221640,2.0,0.0,0.5,1.5,1.0,3.0
D07221641,2.5,1.5,2.0,1.5,1.0,2.5
D07221764,3.5,1.5,3.0,3.0,3.0,4.0
D07221765,3.0,1.0,1.5,4.0,2.5,3.0
D07221952,2.0,0.0,1.0,3.0,2.5,3.0
D07222032,2.0,1.5,0.5,3.0,0.0,3.0
D07222033,3.5,1.5,3.0,4.0,2.5,4.0
D07222219,3.5,2.5,3.5,2.5,3.5,3.5
D07222222,2.5,0.0,2.5,1.0,1.5,3.0
D07222380,2.5,0.0,2.5,1.5,1.0,3.5
D07222381,3.5,2.0,3.5,3.5,4.0,3.5
D07222702,3.0,1.0,3.0,2.5,2.0,3.0
D07222704,2.5,1.0,2.0,1.0,1.5,3.5
D07230238,3.0,10.0,1.5,2.0,2.0,5.0
D07230239,2.5,0.0,2.0,2.0,2.0,4.0
D07230318,2.5,1.0,1.0,4.0,2.5,3.0
D07230320,2.0,0.0,1.5,3.0,2.0,4.0
D07230321,2.0,2.0,2.0,4.0,3.0,3.5
D07230422,3.5,0.0,3.5,4.0,3.0,4.0
D07230423,1.5,0.0,1.5,2.0,1.5,3.0
D07230426,3.0,4.0,2.0,2.0,2.0,4.0
D07231148,2.5,1.0,3.0,3.0,2.5,3.0
D07231149,3.5,1.5,2.5,2.0,2.0,3.0
D07231158,2.0,1.0,1.5,1.0,2.0,3.5
D07231159,2.0,2.0,2.0,3.0,1.0,3.0
D07231188,1.5,1.0,2.0,1.0,1.5,3.0
D07231468,2.5,1.0,2.5,4.0,2.5,5.0
D07231568,1.5,1.0,2.0,2.0,1.5,3.5
D07231569,2.0,2.0,2.5,3.5,2.0,3.0
D07231571,2.5,2.0,2.0,1.5,2.5,3.0
D07231572,2.0,1.5,1.5,1.0,1.5,3.0
D07231582,3.0,2.0,2.5,3.0,2.5,4.0
D07231736,2.5,2.0,2.0,4.0,2.5,3.0
D07231737,1.5,1.0,2.5,2.5,2.0,3.0
D07231995,2.0,1.0,2.0,1.0,1.5,2.0
D07231996,3.0,1.5,3.0,3.0,5.0,3.0
D07231997,3.0,0.5,0.5,3.0,5.0,4.0
D07232099,3.0,0.5,1.5,2.5,0.0,3.0
D07232236,2.0,1.0,2.5,3.5,2.0,3.5
D07232477,3.5,2.0,4.0,4.0,2.5,4.0
D07232484,2.5,1.5,1.5,1.0,2.0,4.0
D08210265,3.0,3.0,4.0,3.0,2.0,2.5
D08210266,3.0,3.0,4.0,3.0,2.5,3.0
D08210341,3.0,2.0,3.0,2.0,3.0,4.0
D08210360,2.5,1.5,3.0,2.0,2.0,3.0
D08210361,3.0,3.0,4.0,4.0,2.5,3.5
D08210561,3.5,2.0,1.5,4.0,2.5,2.5
D08210562,2.5,2.0,2.5,3.0,2.5,4.0
D08210669,4.0,3.6666666666666665,3.6666666666666665,3.5,2.5,4.0
D08210678,1.5,1.0,0.0,1.5,1.0,2.0
D08210806,3.0,1.5,3.0,3.5,2.5,4.0
D08211096,4.0,1.0,3.0,4.0,2.0,3.5
D08211097,4.0,1.0,3.0,4.0,2.5,2.5
D08211098,3.0,3.0,3.0,4.0,2.5,4.0
D08211099,3.0,2.0,3.0,5.0,1.5,3.5
D08211100,3.0,2.0,3.0,4.0,2.0,3.0
D08211101,4.0,2.0,5.0,5.0,2.5,3.5
D08211102,4.0,2.0,5.0,5.0,3.5,3.0
D08211103,4.0,2.0,4.0,4.0,2.5,4.0
D08211104,4.0,0.0,3.0,5.0,3.5,3.5
D08211105,3.0,2.0,3.0,4.0,2.5,4.0
D08211106,2.0,2.0,0.0,3.0,3.0,4.0
D08211107,2.0,0.0,0.0,3.0,3.0,3.5
D08211108,2.0,2.0,0.0,3.0,3.0,3.0
D08211109,2.0,1.5,0.0,3.0,1.5,2.5
D08211110,0.0,1.0,0.0,2.5,2.5,4.0
D08211111,1.0,1.0,0.0,3.5,2.5,4.0
D08211112,2.0,0.0,0.0,4.0,2.0,3.0
D08211113,2.0,0.0,0.0,4.0,2.5,3.5
D08211152,3.0,3.0,4.0,3.0,3.0,4.0
D08211153,3.0,3.0,3.5,3.0,3.0,4.0
D08211220,2.0,0.0,3.0,2.0,2.5,3.0
D08211221,2.0,1.0,4.0,2.0,2.5,4.0
D08211222,4.0,3.0,3.0,4.5,2.5,3.5
D08211224,3.0,3.0,4.0,4.0,2.0,3.0
D08211225,4.0,4.0,4.0,5.0,2.0,3.0
D08211244,3.6666666666666665,3.3333333333333335,3.3333333333333335,4.0,2.5,4.0
D08211246,4.0,3.0,4.0,4.0,2.5,4.0
D08211247,3.5,3.0,4.0,3.5,2.5,4.0
D08211248,3.5,3.5,3.0,3.5,2.5,4.0
D08211296,2.0,1.5,1.5,2.0,1.0,2.0
D08211533,3.0,2.5,3.5,3.0,2.5,4.0
D08211580,3.5,3.3333333333333335,3.3333333333333335,3.5,2.5,4.0
D08211637,3.0,1.5,3.0,2.0,1.5,3.5
D08211638,1.0,1.0,2.0,1.0,1.5,2.5
D08211641,1.0,0.0,1.0,1.0,2.5,3.0
D08211710,2.5,0.5,1.5,3.0,1.5,3.0
D08211737,3.0,2.0,4.0,4.0,2.5,3.5
D08211738,2.5,2.5,3.5,3.5,2.0,3.5
D08211743,3.0,2.0,4.0,3.0,2.5,3.0
D08211744,1.0,2.0,1.0,1.0,1.5,2.5
D08211745,3.0,1.5,4.0,4.0,1.5,4.0
D08212073,1.5,0.0,0.0,1.0,1.0,2.5
D08212074,2.0,3.0,3.0,2.0,2.0,3.0
D08212075,0.0,0.0,0.0,2.5,2.5,3.5
D08212076,2.0,1.0,1.5,3.0,3.0,2.5
D08212077,3.0,1.0,2.0,3.5,3.0,3.0
D08212078,2.0,0.5,0.0,1.5,2.0,2.5
D08212079,3.5,2.5,2.5,3.0,2.0,4.0
D08212080,2.0,1.0,1.5,3.5,3.5,4.0
D08212085,3.0,4.0,3.0,3.0,2.0,3.0
D08212086,3.0,2.0,2.0,2.0,2.5,3.0
D08212197,2.5,1.0,1.5,1.5,1.5,3.0
D08212321,3.0,2.0,4.0,4.0,2.5,4.0
D08212322,3.0,4.0,4.0,4.0,2.5,3.5
D08212443,3.0,2.5,3.5,3.0,2.5,3.0
D08212444,3.0,4.0,3.0,3.0,3.0,4.0
D08212445,2.0,1.0,1.0,1.0,2.5,3.5
D08212469,3.0,2.0,4.0,3.0,2.0,4.0
D08212553,3.0,2.0,3.0,3.0,2.5,3.0
D08212612,3.0,2.0,3.0,2.0,2.0,3.0
D08212613,4.0,3.0,4.0,4.0,2.0,2.5
D08212870,2.5,1.0,2.5,2.5,2.5,4.0
D08212958,2.0,2.0,2.0,1.0,1.0,3.0
D08212961,2.0,2.0,2.0,3.0,2.0,3.0
D08212968,1.0,2.5,2.5,2.5,2.5,3.5
D08212970,3.0,3.5,3.0,4.0,2.5,3.0
D08212972,3.0,2.0,4.0,4.0,2.5,4.0
D08220275,2.5,2.5,1.0,2.5,2.5,4.0
D08220276,2.0,1.5,2.5,2.5,2.0,4.0
D08220277,3.0,2.5,2.0,4.0,3.0,3.0
D08220278,3.0,1.5,3.0,4.0,2.0,5.0
D08220500,3.5,0.0,4.0,4.0,2.5,2.5
D08220501,2.5,0.0,1.0,1.5,2.0,3.0
D08220502,2.0,1.0,3.0,2.5,1.5,4.0
D08220961,2.0,1.0,2.5,2.5,2.0,3.0
D08220962,2.5,1.0,2.5,2.5,2.5,4.0
D08221101,2.0,0.0,1.5,1.0,1.0,3.0
D08221108,3.0,1.5,3.0,3.0,3.0,4.0
D08221109,3.0,1.0,2.0,2.5,2.0,3.5
D08221110,3.0,2.0,1.5,1.0,2.0,3.0
D08221193,2.5,0.0,1.0,2.0,1.5,4.0
D08221194,1.5,1.0,2.0,3.0,0.0,2.5
D08221195,3.0,3.5,2.0,2.0,2.0,4.0
D08221196,2.5,2.5,2.5,2.0,1.0,4.0
D08221210,3.5,1.0,1.5,2.5,2.5,4.0
D08221211,3.0,1.5,3.5,4.0,1.5,3.5
D08222350,1.5,1.0,1.5,2.0,1.0,2.0
D08222616,1.5,0.5,1.5,1.0,1.0,2.0
D08222617,2.0,0.5,2.5,2.5,2.0,3.5
D08222619,4.0,2.0,3.5,3.5,4.0,5.0
D08222620,3.0,1.5,4.0,4.0,2.0,3.0
D08222621,1.0,1.5,0.5,2.5,1.0,2.0
D08222690,2.0,1.5,1.5,3.0,0.5,3.0
D08230076,2.0,1.5,0.0,1.5,2.0,3.0
D08230077,2.0,1.5,0.5,2.0,2.0,3.0
D08230078,1.5,0.5,0.5,1.0,1.0,3.0
D08230079,1.5,2.0,1.5,2.5,4.0,3.5
D08230080,1.0,1.0,0.5,1.0,3.0,3.0
D08230081,1.5,2.5,0.5,1.0,3.0,4.0
D08230727,3.0,1.5,2.0,2.5,1.5,3.0
D08230728,3.0,3.5,2.0,3.5,2.0,4.0
D08230729,2.5,1.5,2.0,3.0,2.0,3.0
D08230995,3.0,2.0,3.0,2.0,4.0,4.0
D08231640,3.0,0.0,3.0,1.5,1.5,4.0
D08231641,3.5,2.5,4.0,1.0,2.0,3.0
D08231642,1.5,1.5,1.0,1.5,1.5,3.0
D08232222,1.0,0.5,0.0,1.0,0.0,1.0
D08232485,2.0,1.0,1.5,4.0,2.0,4.5
D09210025,2.0,1.0,2.0,2.0,1.5,3.0
D09210026,2.0,1.0,1.0,2.0,2.0,3.5
D09210212,4.0,4.0,5.0,2.0,1.5,3.0
D09210213,2.5,1.0,2.0,2.5,2.0,3.0
D09210214,1.0,2.0,4.0,3.0,2.5,4.0
D09210215,3.0,2.0,2.5,4.0,2.5,3.5
D09210216,1.5,0.5,0.0,1.5,1.0,2.0
D09210217,1.5,0.5,0.0,1.5,1.0,2.0
D09210327,4.0,3.0,4.0,3.5,2.5,3.5
D09210328,3.0,3.0,1.5,4.0,2.5,3.0
D09210385,4.0,3.0,2.0,3.0,2.5,3.5
D09210907,3.0,1.5,3.0,4.0,2.5,3.0
D09210908,1.5,0.5,0.0,1.0,0.0,1.5
D09210909,3.0,0.0,2.0,2.0,2.0,3.5
D09210910,2.5,0.0,1.5,2.0,1.0,3.5
D09211028,4.0,4.0,5.0,5.0,2.5,3.0
D09211029,4.0,4.0,5.0,4.0,3.0,3.0
D09211158,2.0,1.0,2.0,3.5,2.0,3.5
D09211223,2.5,2.0,3.0,2.0,2.0,3.0
D09211224,3.0,1.5,3.0,3.0,2.5,3.5
D09211225,5.0,2.5,3.0,4.0,2.5,4.0
D09211232,3.0,2.0,3.0,4.0,2.0,3.5
D09211233,3.0,2.5,4.0,4.0,2.5,2.5
D09211234,4.0,2.0,4.0,3.5,2.0,3.5
D09211235,3.0,2.0,3.0,4.0,2.5,4.0
D09211236,4.0,1.0,4.0,5.0,3.5,3.0
D09211237,4.0,2.0,4.0,5.0,3.0,3.0
D09211238,3.0,1.5,3.0,3.0,2.0,3.5
D09211239,4.0,2.5,4.0,3.0,2.5,3.5
D09211240,3.0,2.0,2.0,4.5,3.0,3.5
D09211241,3.0,2.0,2.0,3.0,1.5,3.0
D09211242,3.0,2.0,2.0,3.5,3.0,2.5
D09211243,3.0,3.0,0.0,3.5,2.5,3.5
D09211244,2.0,1.5,2.0,4.0,2.0,3.0
D09211245,3.0,2.0,2.0,4.0,2.0,3.5
D09211246,0.0,2.5,0.0,3.0,2.5,4.0
D09211247,0.0,2.5,0.0,2.0,2.0,3.5
D09211542,6.0,5.0,6.0,2.5,1.5,3.0
D09211650,2.0,1.5,2.5,2.5,3.0,3.5
D09211658,1.0,1.5,1.0,2.0,0.5,1.5
D09211659,2.5,1.0,2.5,2.5,2.5,4.0
D09211660,3.0,2.0,3.5,3.0,2.0,3.0
D09211661,3.0,2.0,3.0,1.5,1.5,2.5
D09211746,3.0,2.0,2.0,3.0,2.5,3.5
D09211829,3.5,2.0,2.5,3.5,2.5,3.5
D09211830,3.0,2.5,3.5,3.5,3.0,4.0
D09211831,3.0,2.0,3.0,3.0,2.0,3.5
D09211832,3.5,4.0,3.0,2.5,2.5,3.0
D09211833,3.0,1.5,1.0,2.5,2.0,3.5
D09211834,3.0,2.0,2.5,2.5,2.0,3.0
D09212191,4.0,4.0,3.0,4.0,2.5,3.5
D09212196,3.0,2.0,3.0,4.0,3.0,2.5
D09212198,4.0,3.0,4.0,4.0,3.0,3.0
D09212201,2.0,1.0,1.0,3.0,2.5,3.5
D09212202,3.5,3.5,3.5,4.0,2.5,3.5
D09212207,2.0,1.0,2.0,2.5,2.0,3.0
D09212208,2.0,2.0,2.0,2.0,1.5,3.0
D09212209,2.0,2.0,2.0,3.0,2.0,2.0
D09212210,4.0,3.0,2.0,3.0,3.5,3.0
D09212212,4.0,3.0,3.0,3.0,2.5,4.0
D09212224,3.0,1.5,0.0,1.0,2.0,2.5
D09212302,3.0,2.5,1.0,3.0,2.5,3.0
D09212303,3.0,2.0,2.0,2.5,3.0,3.0
D09212367,1.0,0.5,0.0,1.0,1.0,2.0
D09212497,2.5,1.5,2.5,3.5,3.5,3.0
D09212499,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.5,4.0
D09212650,2.0,2.25,2.5,4.0,3.0,3.0
D09212679,1.0,0.5,0.0,0.5,0.0,2.5
D09212686,3.0,2.5,2.5,3.0,2.5,3.0
D09212902,4.0,4.0,4.0,3.0,2.5,3.0
D09212983,3.0,4.0,4.0,3.0,2.5,3.5
D09212984,3.0,3.0,3.0,3.0,2.5,3.5
D09212985,4.0,3.0,3.0,4.0,3.0,3.5
D09212986,3.0,4.0,4.0,3.0,3.0,4.0
D09212987,4.0,3.0,4.0,4.0,4.0,3.0
D09212988,4.0,4.0,4.0,4.0,2.0,3.0
D09213073,3.5,2.0,3.5,3.5,2.5,4.0
D09213076,2.0,2.0,3.0,1.0,2.5,3.0
D09213077,2.0,1.0,0.0,2.0,1.0,2.5
D09213102,1.0,0.0,0.0,1.0,2.0,3.0
D09213282,3.0,0.0,0.0,1.0,1.5,3.0
D09220048,3.5,3.0,2.5,3.0,3.0,4.0
D09220049,3.0,1.0,2.0,4.0,3.5,3.0
D09220051,2.5,0.5,3.0,3.0,2.5,3.0
D09220052,3.0,1.0,3.0,3.0,2.0,2.5
D09220053,2.5,1.0,3.0,3.0,2.0,4.0
D09220054,3.0,5.0,1.0,3.0,5.0,3.0
D09220108,1.0,2.0,2.0,2.5,2.0,3.0
D09220123,1.0,1.0,2.0,1.5,1.5,3.0
D09220160,3.0,1.0,2.0,2.0,3.0,3.0
D09220306,2.5,1.0,2.5,2.0,1.5,3.0
D09220307,2.5,1.0,2.5,2.5,2.5,4.0
D09220771,3.0,0.0,2.5,3.0,2.0,4.0
D09220772,2.0,0.0,2.5,2.0,2.0,3.0
D09220773,3.0,2.0,2.0,2.5,2.0,4.0
D09220774,2.5,1.0,1.5,2.0,2.5,3.5
D09221272,2.5,1.5,3.0,2.5,2.5,3.5
D09221440,2.5,1.0,2.5,2.5,2.5,4.0
D09221489,3.5,2.0,3.0,3.5,4.0,4.0
D09221490,3.0,1.0,3.0,2.0,2.0,4.0
D09221491,3.0,1.0,3.0,2.5,1.5,4.0
D09221492,2.0,2.0,2.0,4.0,3.0,3.0
D09221493,1.5,1.0,1.0,1.5,1.5,2.5
D09221494,2.5,2.5,2.0,2.0,2.0,3.0
D09221495,3.0,2.0,2.5,3.5,2.0,3.0
D09222704,2.5,1.0,2.5,2.5,2.5,4.0
D09222705,2.5,3.0,3.5,2.5,2.0,3.0
D09222758,3.5,2.5,3.0,3.5,3.5,3.0
D09222759,3.5,3.5,3.5,4.0,3.0,3.5
D09222760,3.5,2.5,4.0,3.5,3.0,3.5
D09222761,3.5,1.0,2.5,4.0,3.0,3.5
D09222829,3.0,0.0,2.0,1.5,0.0,2.0
D09222830,3.0,0.0,1.5,1.5,1.0,3.0
D09230089,2.5,3.0,1.5,2.0,4.0,3.5
D09230238,2.5,1.0,2.5,5.0,1.5,4.0
D09230526,2.5,1.0,2.0,2.5,1.5,3.0
D09230527,3.5,2.0,3.5,4.0,2.5,4.0
D09230564,2.5,3.5,3.0,3.5,2.5,4.0
D09230565,3.0,3.0,4.0,4.0,3.0,3.0
D09230652,2.0,1.5,1.5,4.0,3.0,4.0
D09230667,2.5,2.5,2.0,3.5,2.5,4.0
D09230668,4.0,1.5,2.5,3.5,2.5,3.5
D09230669,3.5,1.5,3.0,3.5,2.0,3.5
D09230670,2.5,2.5,2.0,2.5,2.0,3.0
D09231832,3.5,1.5,3.5,2.5,2.0,2.5
D09231897,3.0,1.0,2.0,1.5,1.5,3.5
D09231966,0.5,0.5,0.0,1.5,1.0,1.0
D09231973,1.0,0.5,0.0,2.0,1.5,1.0
D09231974,1.0,1.0,0.0,2.0,1.5,1.0
D09232099,2.5,1.5,2.0,1.0,0.0,3.0
D09232100,2.0,1.0,2.5,1.0,0.0,3.0
D09232545,1.0,1.5,0.5,2.5,0.0,1.5
D09232546,1.5,2.0,2.0,3.5,1.0,2.5
D09232638,1.5,0.5,0.0,1.5,1.0,1.5
D09232639,1.0,0.5,0.0,0.5,0.0,2.5
D09232738,2.5,1.0,2.5,2.0,2.0,4.0
D10210041,2.5,2.0,3.0,3.0,2.0,3.0
D10210059,2.5,2.0,2.5,3.0,1.5,3.0
D10210731,4.0,3.0,3.0,3.0,2.5,3.0
D10210920,2.5,1.0,1.0,2.5,3.0,3.0
D10210921,2.0,1.0,2.5,3.5,2.0,3.5
D10210980,2.5,1.5,2.0,3.0,2.0,3.0
D10210981,2.0,1.5,2.0,3.0,2.0,3.5
D10211183,4.0,1.0,2.0,4.0,3.5,4.0
D10211184,4.0,2.0,3.0,4.0,3.0,2.5
D10211185,4.0,2.0,3.0,2.0,2.5,3.5
D10211186,3.0,2.0,3.0,4.0,2.0,3.5
D10211187,4.0,1.0,3.0,4.0,3.0,3.0
D10211195,4.0,1.0,3.0,4.0,2.0,3.5
D10211196,4.0,2.0,3.0,4.0,3.0,2.5
D10211197,4.0,2.5,3.0,3.0,2.5,2.5
D10211198,4.0,3.5,4.0,5.0,2.0,2.5
D10211199,4.0,1.0,4.0,1.0,3.0,3.0
D10211200,3.0,3.0,2.0,2.0,3.0,2.5
D10211201,2.0,2.0,0.0,3.0,2.5,2.0
D10211202,3.5,2.0,0.0,2.5,2.5,3.0
D10211203,2.5,2.0,0.0,3.0,2.0,3.5
D10211204,3.0,2.0,4.0,4.0,3.5,3.5
D10211205,3.0,3.0,4.0,4.0,3.5,3.0
D10211206,2.0,2.0,2.0,4.0,3.5,3.5
D10211207,3.0,3.0,3.0,5.0,3.5,3.5
D10211448,1.0,0.0,0.0,1.0,2.0,4.0
D10211449,2.0,2.0,2.0,1.0,1.5,3.5
D10211519,4.0,2.0,5.0,4.0,2.5,3.0
D10211520,4.0,3.0,4.0,3.0,1.5,3.0
D10211572,3.5,4.0,4.0,5.0,3.0,3.0
D10211573,1.5,0.5,1.0,2.5,2.5,3.5
D10211611,2.0,1.5,2.0,4.0,2.5,3.0
D10211677,0.0,0.0,0.0,0.5,0.0,4.0
D10212253,0.0,2.0,4.0,3.0,1.5,2.5
D10212254,1.0,0.0,2.0,2.0,2.0,3.0
D10212255,4.0,3.0,3.0,4.0,2.0,4.0
D10212299,4.5,3.0,4.0,5.0,3.0,3.0
D10212300,5.0,3.0,4.0,5.0,2.5,3.5
D10212301,4.0,3.0,4.0,2.0,3.0,3.0
D10212302,3.0,3.0,4.0,2.0,3.0,4.0
D10212303,4.0,3.0,4.0,4.0,3.0,4.5
D10212304,4.0,2.0,3.0,3.0,1.5,3.5
D10212305,4.0,2.0,4.0,4.0,3.5,4.0
D10212306,2.5,2.0,4.0,5.0,2.5,3.0
D10212307,4.0,2.0,4.0,4.0,3.5,4.0
D10212308,4.0,3.0,4.0,4.0,3.0,3.0
D10212309,3.0,2.0,4.0,4.0,3.0,3.0
D10212310,3.5,2.0,4.0,4.0,3.0,4.0
D10212721,4.0,5.0,4.0,4.0,2.5,3.0
D10212741,0.0,2.0,2.0,4.0,3.0,2.5
D10212742,1.0,3.0,3.0,3.0,3.5,3.0
D10212743,3.0,2.5,2.0,4.5,3.0,3.5
