,132,135,154,155,160,179
D05221973,7.0,6.0,7.0,7.0,8.0,6.0
D05222167,6.0,6.0,7.0,7.0,8.0,6.5
D05222177,7.0,5.0,8.0,6.0,2.0,6.5
D05222217,6.5,5.833333333333333,7.5,7.0,8.0,6.0
D05222262,6.5,6.0,7.0,7.0,8.0,4.0
D05222463,7.0,6.0,7.0,7.0,8.0,6.0
D05222464,6.0,6.0,7.0,7.0,8.0,6.5
D05222465,6.5,6.5,8.0,7.0,8.0,6.5
D05222466,7.0,6.0,7.0,7.0,8.0,5.5
D05222467,7.5,6.0,6.0,7.0,8.0,6.0
D05222954,5.0,6.0,7.0,5.5,8.0,3.0
D05223014,6.0,6.0,7.0,7.0,8.0,6.0
D05223015,5.0,6.0,7.0,7.0,8.0,5.0
D05223016,5.0,6.0,7.0,5.0,8.5,5.0
D05223049,6.0,6.0,8.0,7.0,8.0,6.0
D05223050,4.0,6.5,7.0,7.0,8.0,6.0
D05223051,6.5,5.5,6.0,7.0,8.0,6.0
D05223151,6.333333333333333,5.5,7.333333333333333,7.0,7.5,5.5
D05223169,6.5,6.5,7.0,6.5,8.0,6.5
D05223170,6.5,6.5,8.0,7.0,8.0,6.0
D05223171,6.5,6.0,8.0,7.0,8.0,6.0
D05223217,6.0,6.0,8.0,7.0,8.5,6.0
D05230085,6.5,5.0,7.0,6.5,7.5,8.0
D05230105,6.5,5.5,6.5,7.0,7.5,7.0
D05230145,6.5,6.0,7.0,7.0,9.0,6.0
D05230306,7.0,6.0,7.0,7.0,8.5,6.0
D05230389,6.0,6.0,6.0,6.5,7.5,6.5
D05230490,6.5,6.0,7.0,7.0,9.0,6.0
D05230491,6.5,6.0,7.0,7.0,9.0,3.0
D05230550,6.0,6.0,7.0,7.0,9.0,6.0
D05230909,7.0,5.5,7.0,7.0,7.0,6.0
D05230910,6.0,5.0,6.5,6.5,7.0,6.0
D05230911,8.0,6.0,6.0,6.0,7.0,7.0
D05230912,7.0,5.5,6.0,7.0,7.0,6.0
D05230993,7.0,6.0,8.0,7.0,8.5,8.0
D05230994,6.0,6.0,7.5,7.0,8.5,4.0
D05231133,6.0,5.0,6.5,6.5,0.0,7.0
D05231181,6.0,5.0,6.0,6.0,2.0,7.0
D05231267,6.5,6.5,7.0,7.0,8.0,7.0
D05232093,6.5,6.0,7.0,7.0,8.0,7.0
D05232133,6.5,3.5,7.0,7.0,7.5,5.0
D05232155,6.0,6.5,6.5,7.0,8.5,6.0
D05232407,5.5,6.0,7.0,6.5,8.5,6.0
D05232651,6.5,5.5,7.0,7.0,8.0,6.0
D05232653,6.5,5.5,7.0,7.0,7.5,6.0
D05232970,5.5,4.5,8.0,7.5,7.5,7.0
D06211574,7.0,5.5,6.0,6.0,7.0,5.5
D06212404,6.0,5.5,7.0,6.5,7.5,6.0
D06220027,7.0,6.0,7.0,7.0,8.0,6.0
D06220191,5.5,6.0,8.0,6.0,6.5,6.0
D06220192,6.0,5.0,7.0,7.0,7.0,6.0
D06220193,6.0,6.0,7.5,6.0,6.5,6.0
D06220365,6.5,6.0,7.0,7.0,8.0,6.5
D06220366,7.0,6.0,8.0,6.5,8.5,6.0
D06220367,6.0,5.5,7.0,7.0,8.0,6.5
D06220370,7.0,6.0,7.0,7.0,8.0,5.5
D06220415,7.0,6.0,7.0,7.0,8.0,6.0
D06220920,6.5,6.0,7.5,7.0,9.0,6.5
D06220921,7.0,6.0,7.5,7.0,8.0,6.5
D06221030,7.0,6.0,8.0,7.0,8.0,6.0
D06221031,6.5,5.5,8.0,7.0,8.0,6.0
D06221051,6.0,5.0,6.5,7.0,9.0,7.0
D06221291,5.5,6.0,7.0,7.0,9.0,6.0
D06221295,6.0,6.0,7.0,7.0,9.0,6.0
D06221296,6.0,7.0,7.5,7.0,9.0,6.0
D06221669,6.5,7.0,7.0,7.0,9.0,6.0
D06221670,6.5,6.0,6.0,7.0,9.0,6.0
D06221761,7.0,6.0,7.0,7.0,9.0,6.0
D06222124,6.0,6.0,7.0,6.333333333333333,8.0,5.0
D06222242,7.0,5.5,7.0,7.0,8.5,6.0
D06222244,6.0,5.5,7.5,6.0,8.0,6.0
D06222333,7.0,5.0,6.5,7.0,9.0,5.0
D06222334,6.0,4.0,8.0,7.0,8.0,5.5
D06222540,6.0,5.0,7.0,6.0,8.0,7.0
D06230029,6.5,5.0,7.0,7.0,9.0,6.0
D06230030,6.5,5.5,7.0,7.0,10.0,6.5
D06230031,6.5,5.5,7.0,7.0,10.0,6.333333333333333
D06230481,6.0,4.0,6.0,6.0,7.0,6.5
D06230543,6.5,5.5,7.0,7.0,10.0,6.5
D06230544,5.5,5.5,6.0,7.0,10.0,5.5
D06230545,6.0,6.0,6.5,6.5,10.0,7.0
D06230581,6.5,6.0,6.0,7.0,9.0,4.0
D06231362,6.5,6.0,7.0,7.0,8.0,6.75
D06231363,6.5,6.0,7.0,7.0,8.0,7.0
D06231452,7.0,6.0,6.0,6.5,7.0,4.0
D06231781,6.5,5.5,7.0,6.5,7.0,7.0
D06231783,6.0,5.0,6.0,6.0,7.0,5.0
D06231784,6.5,5.0,6.0,7.0,7.5,3.5
D06231785,7.0,6.0,7.0,7.0,10.0,6.0
D06231787,6.0,5.5,7.5,7.0,9.0,6.0
D06231789,6.0,6.0,7.5,7.0,10.0,6.5
D06231790,5.5,6.0,6.5,7.0,10.0,6.5
D06231791,7.0,5.0,6.0,7.0,10.0,5.0
D06231792,6.5,5.5,6.5,6.0,7.5,4.0
D06231793,6.5,5.0,7.0,7.0,9.0,5.0
D06231794,6.5,5.0,7.0,7.0,9.0,3.0
D06231796,7.0,6.0,7.0,7.0,10.0,6.5
D06231897,6.5,6.0,6.5,6.0,9.0,5.0
D06232457,7.5,5.5,6.0,6.0,10.0,7.0
D06232458,7.0,6.0,7.5,6.0,8.0,4.0
D06232539,6.0,4.5,7.0,7.0,4.0,4.0
D07210607,6.0,6.0,7.0,7.0,8.0,6.5
D07210611,5.5,5.5,6.0,6.0,7.0,5.5
D07210612,6.0,5.5,7.0,7.0,5.0,6.0
D07210614,6.0,6.0,7.0,7.0,7.0,5.5
D07211565,6.0,5.5,7.0,6.0,7.0,5.5
D07211567,6.0,5.5,6.0,6.0,6.5,6.5
D07211568,6.0,6.0,6.0,6.0,7.0,5.5
D07211569,6.0,5.5,6.0,6.0,6.5,6.5
D07211571,6.0,5.5,8.0,6.0,8.0,5.5
D07212737,5.5,5.5,6.0,6.0,7.5,5.0
D07212960,7.0,6.0,6.0,6.5,8.0,6.0
D07220044,7.0,6.0,6.5,6.5,6.5,6.0
D07220045,6.0,5.5,6.5,7.0,8.5,5.0
D07220047,7.0,6.0,7.0,7.0,7.5,7.0
D07220048,6.5,6.0,7.5,7.0,7.5,7.0
D07220532,6.0,5.5,7.0,6.5,6.0,7.0
D07220580,6.0,5.5,7.5,7.0,8.5,6.0
D07220583,6.0,6.0,7.0,6.5,6.5,7.0
D07220686,6.0,6.0,7.0,7.0,8.0,6.0
D07220687,6.0,6.0,7.0,6.5,7.0,7.0
D07220688,7.0,5.5,8.0,7.0,7.5,6.0
D07220689,6.5,6.5,6.5,7.0,8.5,4.5
D07221133,6.0,6.0,6.5,7.0,8.0,5.5
D07221136,6.0,6.0,6.0,7.0,7.0,6.5
D07221137,6.5,6.0,6.5,7.0,8.0,5.5
D07221189,7.5,5.5,7.5,8.0,8.0,6.0
D07221418,7.0,5.5,7.5,8.0,9.0,6.0
D07221421,6.5,5.5,7.5,7.0,7.0,5.0
D07221636,6.5,6.0,7.0,6.0,8.0,6.0
D07221637,7.0,6.5,7.0,7.5,8.0,7.0
D07221638,6.0,5.5,7.0,7.0,9.0,7.0
D07221639,7.0,5.5,6.5,6.5,6.0,7.0
D07221640,6.5,7.0,7.0,7.0,9.0,6.0
D07221641,6.0,5.0,6.0,7.0,7.0,7.0
D07221764,7.0,5.5,7.0,7.0,9.0,6.0
D07221765,6.0,4.5,7.0,7.0,7.5,6.0
D07221952,6.5,6.0,7.0,6.0,8.5,6.0
D07222032,6.0,5.5,6.5,7.0,8.0,6.5
D07222033,7.5,6.0,7.0,7.0,8.5,6.0
D07222219,6.5,5.5,7.0,7.0,9.0,5.333333333333333
D07222222,6.5,6.0,7.0,7.5,8.5,6.5
D07222380,6.5,6.0,7.0,7.0,9.0,6.0
D07222381,7.0,6.0,7.5,7.0,9.0,5.5
D07222702,6.5,6.0,7.5,7.0,9.0,6.0
D07222704,6.5,6.0,8.0,7.0,8.5,6.0
D07230238,7.5,4.5,7.0,7.0,7.0,3.0
D07230239,6.5,4.5,7.0,7.0,7.0,4.0
D07230318,6.5,6.0,7.0,6.0,5.5,7.0
D07230320,6.0,5.5,7.0,6.0,8.0,6.0
D07230321,6.0,6.5,7.5,5.0,8.5,4.0
D07230422,7.0,6.0,6.5,7.0,8.0,6.0
D07230423,6.0,6.0,7.0,7.5,8.0,7.0
D07230426,6.0,5.0,6.5,6.0,8.0,7.0
D07231148,6.5,6.0,7.0,6.5,8.5,7.0
D07231149,6.5,6.0,6.5,6.0,7.0,4.5
D07231158,6.5,6.0,8.0,7.0,9.0,5.5
D07231159,6.5,6.0,7.0,7.0,8.0,4.75
D07231188,6.5,5.5,7.0,7.0,8.0,7.0
D07231468,6.5,6.0,7.0,7.0,8.0,5.5
D07231568,6.0,5.5,7.0,7.0,9.0,5.5
D07231569,6.5,5.5,7.0,7.0,9.0,6.0
D07231571,7.0,6.0,7.5,6.0,7.5,7.0
D07231572,6.5,4.5,7.5,7.0,8.0,4.0
D07231582,6.0,6.0,6.5,7.0,6.5,7.0
D07231736,6.0,5.5,6.0,6.0,9.0,6.0
D07231737,6.5,5.5,7.0,6.5,9.0,6.5
D07231995,6.0,6.0,6.5,6.5,9.0,4.0
D07231996,6.5,6.0,7.5,7.0,9.0,6.0
D07231997,6.5,5.5,6.5,7.0,9.0,5.5
D07232099,7.0,6.0,7.5,7.0,9.0,6.0
D07232236,6.5,6.5,7.0,7.0,8.0,7.0
D07232477,6.5,5.5,6.5,7.0,9.0,6.5
D07232484,6.5,6.0,7.0,6.0,8.0,7.0
D08210265,7.0,6.0,7.0,7.0,8.5,6.0
D08210266,7.0,6.0,7.0,6.0,6.0,6.0
D08210341,8.0,4.5,6.0,7.0,7.0,5.0
D08210360,7.0,6.0,7.0,7.0,7.0,5.5
D08210361,7.0,6.0,7.0,7.0,8.0,6.5
D08210561,5.0,6.0,6.0,6.0,7.0,6.0
D08210562,5.0,4.5,7.0,5.0,7.5,5.0
D08210669,7.0,7.0,7.333333333333333,7.0,8.0,6.5
D08210678,7.0,6.0,7.0,7.0,8.0,5.0
D08210806,8.0,5.5,7.5,7.5,8.0,6.5
D08211096,6.0,5.5,7.0,7.0,7.5,6.5
D08211097,6.0,6.0,7.0,7.0,7.5,5.5
D08211098,7.0,5.0,6.0,7.0,8.0,6.5
D08211099,6.0,5.5,7.0,7.0,8.0,5.5
D08211100,7.0,4.5,7.0,7.0,5.0,4.5
D08211101,8.0,5.0,7.0,7.0,7.0,4.5
D08211102,7.0,5.0,7.0,7.0,6.0,6.5
D08211103,8.0,6.0,7.0,7.0,8.0,6.0
D08211104,8.0,5.0,7.0,7.0,5.5,6.0
D08211105,7.0,6.0,7.0,7.0,7.5,5.5
D08211106,6.5,5.0,7.0,6.5,7.5,5.0
D08211107,8.0,5.0,7.0,6.0,6.5,5.0
D08211108,6.0,6.0,7.0,6.0,8.5,6.0
D08211109,7.0,6.0,7.0,7.0,7.5,6.5
D08211110,7.0,5.0,7.0,7.0,8.0,6.5
D08211111,7.0,6.0,7.0,6.0,6.5,6.5
D08211112,7.0,6.0,6.0,6.0,6.5,6.5
D08211113,8.0,5.0,7.0,7.0,6.0,4.5
D08211152,7.5,7.0,7.5,8.0,8.0,6.0
D08211153,7.0,6.0,7.0,6.0,8.0,5.5
D08211220,6.0,6.0,6.0,4.0,7.0,6.0
D08211221,7.0,6.0,7.0,6.0,8.0,6.0
D08211222,8.0,7.0,8.0,6.0,8.5,6.0
D08211224,8.0,6.0,6.0,7.0,8.5,6.0
D08211225,8.0,7.0,7.0,7.0,8.5,6.0
D08211244,6.666666666666667,6.333333333333333,7.0,7.0,8.0,6.5
D08211246,7.333333333333333,7.333333333333333,7.0,7.0,8.0,6.5
D08211247,7.5,8.0,7.0,7.0,8.0,6.5
D08211248,6.5,6.0,7.0,7.0,8.0,6.5
D08211296,5.0,6.0,5.0,5.0,9.0,6.0
D08211533,8.0,7.5,8.0,8.0,8.0,6.5
D08211580,8.0,7.666666666666667,7.333333333333333,7.5,8.0,6.5
D08211637,6.0,5.5,6.0,6.0,6.5,5.5
D08211638,7.0,6.5,6.0,6.0,7.0,5.5
D08211641,6.0,6.0,7.0,7.0,8.0,5.5
D08211710,4.0,5.0,4.0,6.5,6.5,5.0
D08211737,6.0,6.0,6.0,6.5,8.0,6.0
D08211738,6.5,6.0,6.0,6.0,7.0,5.0
D08211743,6.0,6.0,7.0,6.0,8.0,5.5
D08211744,6.0,4.5,6.0,6.0,8.0,6.5
D08211745,5.5,4.75,5.5,6.5,7.5,6.0
D08212073,5.0,5.5,6.0,7.0,8.5,6.5
D08212074,7.0,6.5,6.5,6.5,8.0,6.0
D08212075,6.0,6.0,7.0,6.5,9.0,6.0
D08212076,6.0,7.0,6.5,6.0,8.0,6.5
D08212077,6.0,6.0,7.0,6.0,7.5,5.5
D08212078,6.333333333333333,5.5,6.666666666666667,6.0,8.5,6.0
D08212079,6.0,6.0,7.0,6.0,9.0,5.5
D08212080,6.0,6.0,7.0,6.0,9.0,6.0
D08212085,7.0,6.0,7.0,7.0,8.0,6.5
D08212086,7.0,6.0,7.0,7.0,8.0,6.0
D08212197,5.0,6.0,6.0,5.0,7.5,5.0
D08212321,6.0,5.5,7.0,7.0,8.0,6.0
D08212322,6.0,6.0,7.0,6.0,6.5,5.5
D08212443,7.0,6.0,7.0,7.0,8.0,6.5
D08212444,7.0,6.0,7.0,6.5,7.5,6.0
D08212445,7.0,6.0,7.0,7.0,8.0,6.0
D08212469,6.0,4.5,6.0,6.0,7.5,5.0
D08212553,7.5,6.0,7.0,6.5,8.0,5.5
D08212612,7.0,7.0,8.0,8.0,6.0,5.5
D08212613,7.0,6.0,7.0,7.0,7.0,6.5
D08212870,7.0,7.0,8.0,7.0,8.0,6.5
D08212958,6.0,5.0,7.0,6.0,7.0,5.5
D08212961,7.0,5.5,7.0,6.0,7.5,6.5
D08212968,6.5,6.0,5.0,6.0,7.0,5.0
D08212970,5.0,6.5,6.0,6.0,7.0,6.0
D08212972,7.0,4.5,7.0,6.0,8.0,5.0
D08220275,7.0,5.5,7.5,7.5,7.5,7.0
D08220276,8.0,4.5,6.0,5.5,7.0,5.0
D08220277,7.0,5.5,7.0,5.5,8.0,7.0
D08220278,6.0,6.0,6.5,6.0,9.0,5.0
D08220500,7.0,6.0,7.5,6.5,7.5,7.0
D08220501,5.5,5.5,7.0,7.0,8.5,5.0
D08220502,6.0,6.0,7.0,7.0,8.5,6.0
D08220961,8.0,6.0,7.0,7.0,9.0,6.0
D08220962,6.5,5.0,7.0,7.0,9.0,6.5
D08221101,6.0,5.5,7.5,7.0,8.0,6.0
D08221108,6.5,6.0,6.5,7.0,9.0,6.0
D08221109,7.0,5.5,6.5,7.0,8.0,5.0
D08221110,6.5,5.5,8.0,7.0,9.0,5.0
D08221193,7.0,6.0,7.0,7.0,8.5,5.5
D08221194,6.0,5.0,7.5,7.0,8.5,6.5
D08221195,6.5,6.0,6.5,6.5,8.0,5.0
D08221196,7.0,5.0,6.5,7.0,5.0,6.0
D08221210,7.0,6.0,6.0,6.5,9.0,7.0
D08221211,7.5,5.5,6.5,7.0,8.0,5.5
D08222350,5.0,6.0,6.5,6.5,8.0,5.0
D08222616,6.5,7.0,7.0,7.0,8.0,6.0
D08222617,6.5,6.0,6.5,7.0,7.0,5.0
D08222619,8.0,6.5,7.5,6.5,8.0,6.0
D08222620,6.5,5.5,7.0,7.0,7.0,5.5
D08222621,6.0,6.0,7.0,6.5,6.0,7.0
D08222690,6.0,5.5,6.0,7.0,8.0,6.0
D08230076,6.5,6.0,8.0,6.5,9.0,6.0
D08230077,6.5,6.0,7.5,6.5,9.0,6.0
D08230078,7.0,5.5,7.0,6.0,7.0,5.0
D08230079,6.0,5.5,7.0,7.5,6.0,7.0
D08230080,6.5,6.0,7.5,6.0,6.0,6.0
D08230081,6.5,5.5,7.0,5.5,7.0,6.0
D08230727,7.0,6.0,7.5,7.0,8.0,6.0
D08230728,7.0,5.5,7.5,6.5,7.0,4.0
D08230729,6.5,5.5,7.5,6.5,8.0,5.5
D08230995,6.5,5.5,6.0,5.5,2.0,4.0
D08231640,6.5,5.5,7.0,7.0,9.0,5.0
D08231641,6.5,5.5,7.0,7.0,9.0,6.0
D08231642,5.5,5.5,6.0,7.0,9.0,7.0
D08232222,5.5,6.0,7.0,7.0,9.0,5.5
D08232485,6.0,6.0,6.5,7.0,9.0,5.0
D09210025,6.0,5.0,6.0,5.0,7.5,6.0
D09210026,6.0,5.0,5.0,5.0,7.5,5.5
D09210212,7.0,6.0,7.0,7.0,7.5,6.0
D09210213,7.0,6.75,7.0,8.0,8.0,6.5
D09210214,8.0,5.5,7.0,6.0,8.0,6.0
D09210215,8.0,5.5,5.0,6.0,8.0,6.0
D09210216,6.0,6.0,7.0,7.0,8.0,6.0
D09210217,5.5,6.0,7.0,7.0,8.5,6.0
D09210327,7.0,6.0,7.0,7.0,8.5,6.0
D09210328,6.0,6.0,7.0,7.0,8.0,6.0
D09210385,7.0,6.0,6.5,7.0,8.0,5.5
D09210907,7.0,6.0,7.0,7.0,8.0,5.5
D09210908,6.5,6.0,7.0,7.0,8.5,6.0
D09210909,6.5,6.0,7.0,7.0,8.0,6.0
D09210910,7.0,6.5,7.0,7.0,8.5,6.0
D09211028,7.0,6.0,7.0,7.0,7.0,7.0
D09211029,7.0,6.0,7.0,7.0,8.0,6.0
D09211158,5.0,4.0,4.5,4.5,6.5,5.5
D09211223,6.0,6.0,6.0,5.0,8.5,6.0
D09211224,6.0,5.5,6.0,6.0,6.5,6.0
D09211225,6.0,5.5,6.0,6.0,7.0,6.5
D09211232,6.0,6.0,6.0,6.0,7.5,5.5
D09211233,6.0,6.5,6.0,7.0,6.5,6.0
D09211234,7.0,5.5,7.0,6.5,7.5,6.0
D09211235,7.0,6.0,6.0,6.5,7.5,5.5
D09211236,6.0,5.5,6.0,6.0,5.5,6.0
D09211237,6.0,5.5,6.0,6.0,5.0,6.0
D09211238,7.0,6.5,7.0,6.0,7.5,6.0
D09211239,6.0,6.0,6.0,6.0,7.0,5.5
D09211240,6.0,6.0,7.0,7.0,7.0,5.5
D09211241,6.0,5.5,7.0,6.0,6.5,7.0
D09211242,6.0,6.5,7.0,7.0,7.0,6.0
D09211243,6.0,5.0,7.0,6.5,6.5,5.5
D09211244,7.0,5.5,7.0,6.0,7.5,5.5
D09211245,6.0,6.0,7.0,6.0,8.0,5.5
D09211246,6.0,6.0,6.0,6.0,7.5,5.0
D09211247,7.0,5.5,7.0,7.0,7.5,6.0
D09211542,6.0,6.5,6.0,7.0,8.5,6.5
D09211650,7.0,6.0,7.0,6.5,8.0,5.5
D09211658,7.0,6.0,7.0,6.0,8.0,6.0
D09211659,7.0,6.0,7.0,7.0,8.0,6.5
D09211660,7.0,6.0,7.0,6.5,7.0,6.0
D09211661,6.0,6.0,7.0,7.0,8.0,7.0
D09211746,7.0,6.0,7.0,7.0,8.0,5.5
D09211829,7.0,6.0,7.0,6.0,7.0,6.0
D09211830,7.0,6.0,7.0,6.5,7.5,6.5
D09211831,7.0,6.0,7.0,7.0,7.0,6.5
D09211832,6.5,6.0,7.0,6.5,7.0,5.5
D09211833,7.0,6.0,7.0,6.5,7.0,6.0
D09211834,7.0,6.0,7.0,7.0,7.0,5.0
D09212191,7.0,5.0,6.0,6.5,7.5,6.0
D09212196,4.0,6.0,7.0,6.5,7.5,6.5
D09212198,5.0,5.5,7.0,5.5,6.5,6.0
D09212201,6.0,5.5,5.0,6.5,7.5,6.5
D09212202,8.0,7.0,7.0,6.5,6.5,5.5
D09212207,5.0,6.0,5.0,6.5,8.0,6.0
D09212208,6.0,5.5,6.0,7.0,8.0,6.0
D09212209,6.0,6.0,6.0,6.5,6.5,6.5
D09212210,7.0,5.5,7.0,6.0,7.0,6.0
D09212212,7.0,5.5,6.0,6.5,6.5,5.5
D09212224,7.5,5.5,7.5,6.0,8.0,6.0
D09212302,6.0,6.0,7.0,7.0,8.0,6.5
D09212303,7.0,6.0,7.0,7.0,7.5,6.5
D09212367,6.0,6.0,7.0,7.0,7.5,5.0
D09212497,7.0,6.0,6.0,7.0,8.0,7.0
D09212499,6.666666666666667,6.0,7.0,7.0,8.0,6.5
D09212650,6.0,6.25,7.5,7.0,8.5,6.5
D09212679,5.5,5.0,6.0,5.0,8.0,5.5
D09212686,6.0,6.0,7.0,6.5,7.5,6.0
D09212902,7.0,6.0,7.0,7.0,8.0,6.0
D09212983,8.0,7.0,8.0,7.0,7.5,6.5
D09212984,8.0,7.0,8.0,7.0,6.0,5.5
D09212985,8.0,7.0,7.0,7.0,6.5,6.0
D09212986,7.0,6.0,6.5,7.0,7.0,6.0
D09212987,7.0,6.0,7.0,7.0,9.0,5.5
D09212988,7.0,7.0,8.0,7.0,6.5,6.0
D09213073,8.0,6.5,7.0,7.0,7.5,6.0
D09213076,7.0,6.0,5.0,5.0,7.0,6.0
D09213077,7.0,5.0,5.0,7.0,7.0,6.5
D09213102,7.0,6.0,6.0,7.0,7.5,4.5
D09213282,7.0,6.5,7.0,7.0,7.5,5.5
D09220048,6.5,6.0,6.5,7.0,9.0,6.0
D09220049,6.0,5.5,7.0,7.0,9.0,5.0
D09220051,6.5,6.0,7.0,6.5,9.0,7.0
D09220052,7.0,6.0,6.5,7.0,8.0,5.0
D09220053,7.0,8.0,7.0,8.0,9.0,8.0
D09220054,6.0,5.5,7.0,7.0,9.0,6.0
D09220108,5.5,5.5,7.5,7.0,9.0,3.0
D09220123,7.0,6.0,7.5,7.0,8.0,5.0
D09220160,7.0,8.0,7.0,8.0,9.0,6.0
D09220306,6.5,6.0,7.0,8.0,9.0,7.0
D09220307,6.5,6.0,7.0,8.0,9.0,8.0
D09220771,6.0,5.0,7.0,7.0,7.0,6.0
D09220772,6.0,6.0,7.0,6.5,8.0,5.0
D09220773,7.0,5.0,7.0,7.0,8.0,5.0
D09220774,7.0,5.5,7.0,7.0,9.0,6.0
D09221272,6.0,5.5,7.0,7.0,8.0,7.0
D09221440,6.5,6.0,7.0,7.0,8.0,6.0
D09221489,6.5,5.5,6.5,7.0,8.5,5.0
D09221490,7.0,6.0,7.0,7.0,8.5,5.0
D09221491,5.5,6.0,7.0,6.5,8.0,6.0
D09221492,6.0,6.5,7.5,6.5,8.0,5.0
D09221493,6.0,5.5,7.0,6.5,8.0,6.0
D09221494,6.5,5.5,6.0,7.0,8.0,7.0
D09221495,7.0,6.0,7.0,7.0,9.0,6.0
D09222704,6.5,6.0,7.0,7.0,8.0,6.5
D09222705,7.0,6.5,7.0,6.5,8.0,6.0
D09222758,6.5,5.5,6.5,6.5,9.0,7.0
D09222759,7.0,5.5,7.0,7.0,8.0,6.0
D09222760,7.0,5.5,7.0,7.0,8.0,6.5
D09222761,7.0,6.0,6.5,6.5,8.0,6.5
D09222829,6.0,4.0,7.0,7.5,8.0,6.0
D09222830,6.0,6.0,7.0,8.0,8.5,6.0
D09230089,7.0,5.0,7.0,7.0,7.0,5.0
D09230238,6.5,6.0,7.0,7.0,9.0,6.5
D09230526,7.0,5.0,6.0,8.0,9.0,5.0
D09230527,6.5,5.5,6.5,8.0,9.0,6.0
D09230564,7.0,5.0,6.5,6.0,9.0,4.5
D09230565,6.5,6.0,6.5,6.0,8.0,6.5
D09230652,6.0,6.5,6.5,7.0,9.0,6.0
D09230667,6.0,6.0,6.5,7.0,8.0,5.5
D09230668,6.5,5.5,6.0,7.0,8.0,5.0
D09230669,7.0,5.5,6.5,7.0,8.0,6.0
D09230670,6.0,5.0,6.0,7.0,7.5,6.0
D09231832,6.5,5.5,7.0,7.0,5.5,7.0
D09231897,6.5,6.0,8.0,8.0,9.0,7.0
D09231966,5.5,5.5,6.5,7.0,9.0,7.0
D09231973,5.5,6.0,7.0,7.0,8.0,7.0
D09231974,6.0,6.0,7.0,6.5,9.0,7.0
D09232099,6.5,5.0,7.5,6.0,7.0,5.0
D09232100,6.5,5.0,7.0,6.0,8.0,5.0
D09232545,6.0,5.0,6.5,6.5,6.5,7.0
D09232546,6.0,5.0,6.5,6.0,6.0,7.0
D09232638,5.5,5.5,7.0,7.0,8.5,6.0
D09232639,5.5,5.0,7.0,7.0,9.0,6.0
D09232738,6.5,5.5,8.0,6.5,9.0,6.0
D10210041,7.0,6.0,7.0,7.0,8.0,6.0
D10210059,7.0,6.5,7.5,7.5,8.0,5.0
D10210731,7.0,6.0,7.0,7.0,7.0,5.5
D10210920,7.0,6.0,7.0,8.0,8.0,5.5
D10210921,7.0,6.0,7.0,8.0,8.0,6.5
D10210980,7.0,6.0,6.0,7.0,7.0,6.0
D10210981,7.0,6.0,6.0,7.0,7.0,5.5
D10211183,7.0,6.5,6.0,7.0,7.0,5.0
D10211184,7.0,6.0,7.0,6.0,7.5,6.0
D10211185,7.0,5.5,6.0,7.0,7.0,6.0
D10211186,7.0,6.0,7.0,6.0,7.5,6.0
D10211187,7.0,6.5,6.0,7.0,7.0,6.0
D10211195,7.0,6.5,6.0,7.0,7.0,4.5
D10211196,7.0,6.0,6.0,6.0,6.5,5.5
D10211197,7.0,6.5,6.0,6.0,7.0,6.0
D10211198,7.0,6.5,7.0,6.0,7.0,6.0
D10211199,6.0,6.0,6.0,7.0,8.0,5.5
D10211200,7.0,6.0,6.0,6.0,7.5,5.5
D10211201,7.0,6.0,7.0,6.0,7.5,6.5
D10211202,6.5,6.5,7.0,6.5,6.5,5.5
D10211203,6.0,6.0,7.0,7.0,7.5,6.0
D10211204,7.0,5.5,6.0,6.0,8.0,5.0
D10211205,6.0,6.0,6.0,5.0,7.0,5.0
D10211206,4.0,6.5,4.0,5.0,6.5,5.0
D10211207,5.0,6.5,6.0,5.0,7.0,5.0
D10211448,7.0,6.0,7.0,7.0,8.5,7.0
D10211449,7.0,6.0,7.0,7.0,8.5,6.0
D10211519,7.0,6.0,8.0,7.0,7.5,6.0
D10211520,6.0,6.5,6.0,6.0,8.5,6.0
D10211572,7.0,6.0,7.0,7.0,7.5,6.5
D10211573,6.0,6.0,7.0,7.0,8.5,6.5
D10211611,6.5,7.0,7.0,8.0,8.0,6.5
D10211677,7.0,5.833333333333333,7.0,6.75,7.5,6.5
D10212253,6.0,6.0,7.0,7.0,8.0,6.0
D10212254,7.0,6.0,7.0,7.0,8.0,6.0
D10212255,8.0,8.0,8.0,7.5,8.0,6.0
D10212299,8.0,6.0,8.0,7.0,6.5,6.0
D10212300,8.0,6.5,8.0,7.0,8.5,6.0
D10212301,8.0,6.0,7.0,7.0,6.5,6.0
D10212302,8.0,6.5,7.0,7.0,7.0,5.0
D10212303,8.0,6.0,7.0,7.0,7.0,4.5
D10212304,8.0,6.0,7.0,7.0,7.0,4.5
D10212305,7.0,6.0,6.0,7.0,7.0,5.0
D10212306,5.5,6.0,6.0,7.0,7.5,6.0
D10212307,7.0,6.0,6.0,7.0,7.0,5.0
D10212308,7.5,6.0,6.0,6.0,6.5,6.0
D10212309,6.5,6.0,7.0,7.0,6.5,6.0
D10212310,7.0,6.0,6.0,7.0,6.0,5.0
D10212721,7.0,6.0,6.0,6.0,7.0,6.0
D10212741,8.0,7.0,7.0,6.5,7.5,6.5
D10212742,6.0,6.0,6.0,6.0,7.0,6.0
